movieId,title,genres,title_lower,combined_text
258,"Kid in King Arthur's Court, A (1995)",Adventure Children Comedy Fantasy Romance,"kid in king arthur's court, a (1995)","Kid in King Arthur's Court, A (1995) Adventure Children Comedy Fantasy Romance"
259,Kiss of Death (1995),Crime Drama Thriller,kiss of death (1995),Kiss of Death (1995) Crime Drama Thriller
260,Star Wars: Episode IV - A New Hope (1977),Action Adventure Sci-Fi,star wars: episode iv - a new hope (1977),Star Wars: Episode IV - A New Hope (1977) Action Adventure Sci-Fi
261,Little Women (1994),Drama,little women (1994),Little Women (1994) Drama
262,"Little Princess, A (1995)",Children Drama,"little princess, a (1995)","Little Princess, A (1995) Children Drama"
263,Ladybird Ladybird (1994),Drama,ladybird ladybird (1994),Ladybird Ladybird (1994) Drama
264,"Enfer, L' (1994)",Drama,"enfer, l' (1994)","Enfer, L' (1994) Drama"
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama Fantasy Romance,like water for chocolate (como agua para chocolate) (1992),Like Water for Chocolate (Como agua para chocolate) (1992) Drama Fantasy Romance
266,Legends of the Fall (1994),Drama Romance War Western,legends of the fall (1994),Legends of the Fall (1994) Drama Romance War Western
267,Major Payne (1995),Comedy,major payne (1995),Major Payne (1995) Comedy
268,Little Odessa (1994),Crime Drama,little odessa (1994),Little Odessa (1994) Crime Drama
269,My Crazy Life (Mi vida loca) (1993),Drama,my crazy life (mi vida loca) (1993),My Crazy Life (Mi vida loca) (1993) Drama
270,Love Affair (1994),Drama Romance,love affair (1994),Love Affair (1994) Drama Romance
271,Losing Isaiah (1995),Drama,losing isaiah (1995),Losing Isaiah (1995) Drama
272,"Madness of King George, The (1994)",Comedy Drama,"madness of king george, the (1994)","Madness of King George, The (1994) Comedy Drama"
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama Horror Sci-Fi,mary shelley's frankenstein (frankenstein) (1994),Mary Shelley's Frankenstein (Frankenstein) (1994) Drama Horror Sci-Fi
274,Man of the House (1995),Comedy,man of the house (1995),Man of the House (1995) Comedy
275,Mixed Nuts (1994),Comedy,mixed nuts (1994),Mixed Nuts (1994) Comedy
276,Milk Money (1994),Comedy Romance,milk money (1994),Milk Money (1994) Comedy Romance
277,Miracle on 34th Street (1994),Drama,miracle on 34th street (1994),Miracle on 34th Street (1994) Drama
278,Miami Rhapsody (1995),Comedy,miami rhapsody (1995),Miami Rhapsody (1995) Comedy
279,My Family (1995),Drama,my family (1995),My Family (1995) Drama
280,Murder in the First (1995),Drama Thriller,murder in the first (1995),Murder in the First (1995) Drama Thriller
281,Nobody's Fool (1994),Comedy Drama Romance,nobody's fool (1994),Nobody's Fool (1994) Comedy Drama Romance
282,Nell (1994),Drama,nell (1994),Nell (1994) Drama
283,New Jersey Drive (1995),Crime Drama,new jersey drive (1995),New Jersey Drive (1995) Crime Drama
284,New York Cop (Nyû Yôku no koppu) (1993),Action Crime,new york cop (nyû yôku no koppu) (1993),New York Cop (Nyû Yôku no koppu) (1993) Action Crime
285,Beyond Bedlam (1993),Drama Horror,beyond bedlam (1993),Beyond Bedlam (1993) Drama Horror
286,Nemesis 2: Nebula (1995),Action Sci-Fi Thriller,nemesis 2: nebula (1995),Nemesis 2: Nebula (1995) Action Sci-Fi Thriller
287,Nina Takes a Lover (1994),Comedy Romance,nina takes a lover (1994),Nina Takes a Lover (1994) Comedy Romance
288,Natural Born Killers (1994),Action Crime Thriller,natural born killers (1994),Natural Born Killers (1994) Action Crime Thriller
289,Only You (1994),Comedy Romance,only you (1994),Only You (1994) Comedy Romance
290,Once Were Warriors (1994),Crime Drama,once were warriors (1994),Once Were Warriors (1994) Crime Drama
291,Poison Ivy II (1996),Drama Thriller,poison ivy ii (1996),Poison Ivy II (1996) Drama Thriller
292,Outbreak (1995),Action Drama Sci-Fi Thriller,outbreak (1995),Outbreak (1995) Action Drama Sci-Fi Thriller
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action Crime Drama Thriller,léon: the professional (a.k.a. the professional) (léon) (1994),Léon: The Professional (a.k.a. The Professional) (Léon) (1994) Action Crime Drama Thriller
294,"Perez Family, The (1995)",Comedy Romance,"perez family, the (1995)","Perez Family, The (1995) Comedy Romance"
295,"Pyromaniac's Love Story, A (1995)",Comedy Romance,"pyromaniac's love story, a (1995)","Pyromaniac's Love Story, A (1995) Comedy Romance"
296,Pulp Fiction (1994),Comedy Crime Drama Thriller,pulp fiction (1994),Pulp Fiction (1994) Comedy Crime Drama Thriller
297,Panther (1995),Drama,panther (1995),Panther (1995) Drama
298,Pushing Hands (Tui shou) (1992),Drama,pushing hands (tui shou) (1992),Pushing Hands (Tui shou) (1992) Drama
299,Priest (1994),Drama,priest (1994),Priest (1994) Drama
300,Quiz Show (1994),Drama,quiz show (1994),Quiz Show (1994) Drama
301,Picture Bride (Bijo photo) (1994),Drama Romance,picture bride (bijo photo) (1994),Picture Bride (Bijo photo) (1994) Drama Romance
302,"Queen Margot (Reine Margot, La) (1994)",Drama Romance,"queen margot (reine margot, la) (1994)","Queen Margot (Reine Margot, La) (1994) Drama Romance"
303,"Quick and the Dead, The (1995)",Action Thriller Western,"quick and the dead, the (1995)","Quick and the Dead, The (1995) Action Thriller Western"
304,Roommates (1995),Comedy Drama,roommates (1995),Roommates (1995) Comedy Drama
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,ready to wear (pret-a-porter) (1994),Ready to Wear (Pret-A-Porter) (1994) Comedy
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,three colors: red (trois couleurs: rouge) (1994),Three Colors: Red (Trois couleurs: Rouge) (1994) Drama
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,three colors: blue (trois couleurs: bleu) (1993),Three Colors: Blue (Trois couleurs: Bleu) (1993) Drama
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy Drama,three colors: white (trzy kolory: bialy) (1994),Three Colors: White (Trzy kolory: Bialy) (1994) Comedy Drama
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,"red firecracker, green firecracker (pao da shuang deng) (1994)","Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994) Drama"
310,Rent-a-Kid (1995),Comedy,rent-a-kid (1995),Rent-a-Kid (1995) Comedy
311,Relative Fear (1994),Horror Thriller,relative fear (1994),Relative Fear (1994) Horror Thriller
312,Stuart Saves His Family (1995),Comedy,stuart saves his family (1995),Stuart Saves His Family (1995) Comedy
313,"Swan Princess, The (1994)",Animation Children,"swan princess, the (1994)","Swan Princess, The (1994) Animation Children"
314,"Secret of Roan Inish, The (1994)",Children Drama Fantasy Mystery,"secret of roan inish, the (1994)","Secret of Roan Inish, The (1994) Children Drama Fantasy Mystery"
315,"Specialist, The (1994)",Action Drama Thriller,"specialist, the (1994)","Specialist, The (1994) Action Drama Thriller"
316,Stargate (1994),Action Adventure Sci-Fi,stargate (1994),Stargate (1994) Action Adventure Sci-Fi
317,"Santa Clause, The (1994)",Comedy Drama Fantasy,"santa clause, the (1994)","Santa Clause, The (1994) Comedy Drama Fantasy"
318,"Shawshank Redemption, The (1994)",Crime Drama,"shawshank redemption, the (1994)","Shawshank Redemption, The (1994) Crime Drama"
319,Shallow Grave (1994),Comedy Drama Thriller,shallow grave (1994),Shallow Grave (1994) Comedy Drama Thriller
320,Suture (1993),Film-Noir Thriller,suture (1993),Suture (1993) Film-Noir Thriller
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,strawberry and chocolate (fresa y chocolate) (1993),Strawberry and Chocolate (Fresa y chocolate) (1993) Drama
322,Swimming with Sharks (1995),Comedy Drama,swimming with sharks (1995),Swimming with Sharks (1995) Comedy Drama
324,"Sum of Us, The (1994)",Comedy Drama,"sum of us, the (1994)","Sum of Us, The (1994) Comedy Drama"
325,National Lampoon's Senior Trip (1995),Comedy,national lampoon's senior trip (1995),National Lampoon's Senior Trip (1995) Comedy
326,To Live (Huozhe) (1994),Drama,to live (huozhe) (1994),To Live (Huozhe) (1994) Drama
327,Tank Girl (1995),Action Comedy Sci-Fi,tank girl (1995),Tank Girl (1995) Action Comedy Sci-Fi
328,Tales from the Crypt Presents: Demon Knight (1995),Horror Thriller,tales from the crypt presents: demon knight (1995),Tales from the Crypt Presents: Demon Knight (1995) Horror Thriller
329,Star Trek: Generations (1994),Adventure Drama Sci-Fi,star trek: generations (1994),Star Trek: Generations (1994) Adventure Drama Sci-Fi
330,Tales from the Hood (1995),Action Crime Horror,tales from the hood (1995),Tales from the Hood (1995) Action Crime Horror
331,Tom & Viv (1994),Drama,tom & viv (1994),Tom & Viv (1994) Drama
332,Village of the Damned (1995),Horror Sci-Fi,village of the damned (1995),Village of the Damned (1995) Horror Sci-Fi
333,Tommy Boy (1995),Comedy,tommy boy (1995),Tommy Boy (1995) Comedy
334,Vanya on 42nd Street (1994),Drama,vanya on 42nd street (1994),Vanya on 42nd Street (1994) Drama
335,Underneath (1995),Mystery Thriller,underneath (1995),Underneath (1995) Mystery Thriller
336,"Walking Dead, The (1995)",Drama War,"walking dead, the (1995)","Walking Dead, The (1995) Drama War"
337,What's Eating Gilbert Grape (1993),Drama,what's eating gilbert grape (1993),What's Eating Gilbert Grape (1993) Drama
338,Virtuosity (1995),Action Sci-Fi Thriller,virtuosity (1995),Virtuosity (1995) Action Sci-Fi Thriller
339,While You Were Sleeping (1995),Comedy Romance,while you were sleeping (1995),While You Were Sleeping (1995) Comedy Romance
340,"War, The (1994)",Adventure Drama War,"war, the (1994)","War, The (1994) Adventure Drama War"
341,Double Happiness (1994),Drama,double happiness (1994),Double Happiness (1994) Drama
342,Muriel's Wedding (1994),Comedy,muriel's wedding (1994),Muriel's Wedding (1994) Comedy
343,"Baby-Sitters Club, The (1995)",Children,"baby-sitters club, the (1995)","Baby-Sitters Club, The (1995) Children"
344,Ace Ventura: Pet Detective (1994),Comedy,ace ventura: pet detective (1994),Ace Ventura: Pet Detective (1994) Comedy
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy Drama,"adventures of priscilla, queen of the desert, the (1994)","Adventures of Priscilla, Queen of the Desert, The (1994) Comedy Drama"
346,Backbeat (1993),Drama Musical,backbeat (1993),Backbeat (1993) Drama Musical
347,Bitter Moon (1992),Drama Film-Noir Romance,bitter moon (1992),Bitter Moon (1992) Drama Film-Noir Romance
348,Bullets Over Broadway (1994),Comedy,bullets over broadway (1994),Bullets Over Broadway (1994) Comedy
349,Clear and Present Danger (1994),Action Crime Drama Thriller,clear and present danger (1994),Clear and Present Danger (1994) Action Crime Drama Thriller
350,"Client, The (1994)",Drama Mystery Thriller,"client, the (1994)","Client, The (1994) Drama Mystery Thriller"
351,"Corrina, Corrina (1994)",Comedy Drama Romance,"corrina, corrina (1994)","Corrina, Corrina (1994) Comedy Drama Romance"
352,Crooklyn (1994),Comedy Drama,crooklyn (1994),Crooklyn (1994) Comedy Drama
353,"Crow, The (1994)",Action Crime Fantasy Thriller,"crow, the (1994)","Crow, The (1994) Action Crime Fantasy Thriller"
354,Cobb (1994),Drama,cobb (1994),Cobb (1994) Drama
355,"Flintstones, The (1994)",Children Comedy Fantasy,"flintstones, the (1994)","Flintstones, The (1994) Children Comedy Fantasy"
356,Forrest Gump (1994),Comedy Drama Romance War,forrest gump (1994),Forrest Gump (1994) Comedy Drama Romance War
357,Four Weddings and a Funeral (1994),Comedy Romance,four weddings and a funeral (1994),Four Weddings and a Funeral (1994) Comedy Romance
358,Higher Learning (1995),Drama,higher learning (1995),Higher Learning (1995) Drama
359,I Like It Like That (1994),Comedy Drama Romance,i like it like that (1994),I Like It Like That (1994) Comedy Drama Romance
360,I Love Trouble (1994),Action Comedy,i love trouble (1994),I Love Trouble (1994) Action Comedy
361,It Could Happen to You (1994),Comedy Drama Romance,it could happen to you (1994),It Could Happen to You (1994) Comedy Drama Romance
362,"Jungle Book, The (1994)",Adventure Children Romance,"jungle book, the (1994)","Jungle Book, The (1994) Adventure Children Romance"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,"wonderful, horrible life of leni riefenstahl, the (macht der bilder: leni riefenstahl, die) (1993)","Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993) Documentary"
364,"Lion King, The (1994)",Adventure Animation Children Drama Musical IMAX,"lion king, the (1994)","Lion King, The (1994) Adventure Animation Children Drama Musical IMAX"
365,Little Buddha (1993),Drama,little buddha (1993),Little Buddha (1993) Drama
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama Horror Mystery Thriller,"wes craven's new nightmare (nightmare on elm street part 7: freddy's finale, a) (1994)","Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994) Drama Horror Mystery Thriller"
367,"Mask, The (1994)",Action Comedy Crime Fantasy,"mask, the (1994)","Mask, The (1994) Action Comedy Crime Fantasy"
368,Maverick (1994),Adventure Comedy Western,maverick (1994),Maverick (1994) Adventure Comedy Western
369,Mrs. Parker and the Vicious Circle (1994),Drama,mrs. parker and the vicious circle (1994),Mrs. Parker and the Vicious Circle (1994) Drama
370,Naked Gun 33 1/3: The Final Insult (1994),Action Comedy,naked gun 33 1/3: the final insult (1994),Naked Gun 33 1/3: The Final Insult (1994) Action Comedy
371,"Paper, The (1994)",Comedy Drama,"paper, the (1994)","Paper, The (1994) Comedy Drama"
372,Reality Bites (1994),Comedy Drama Romance,reality bites (1994),Reality Bites (1994) Comedy Drama Romance
373,Red Rock West (1992),Thriller,red rock west (1992),Red Rock West (1992) Thriller
374,Richie Rich (1994),Children Comedy,richie rich (1994),Richie Rich (1994) Children Comedy
375,Safe Passage (1994),Drama,safe passage (1994),Safe Passage (1994) Drama
376,"River Wild, The (1994)",Action Thriller,"river wild, the (1994)","River Wild, The (1994) Action Thriller"
377,Speed (1994),Action Romance Thriller,speed (1994),Speed (1994) Action Romance Thriller
378,Speechless (1994),Comedy Romance,speechless (1994),Speechless (1994) Comedy Romance
379,Timecop (1994),Action Sci-Fi Thriller,timecop (1994),Timecop (1994) Action Sci-Fi Thriller
380,True Lies (1994),Action Adventure Comedy Romance Thriller,true lies (1994),True Lies (1994) Action Adventure Comedy Romance Thriller
381,When a Man Loves a Woman (1994),Drama Romance,when a man loves a woman (1994),When a Man Loves a Woman (1994) Drama Romance
382,Wolf (1994),Drama Horror Romance Thriller,wolf (1994),Wolf (1994) Drama Horror Romance Thriller
383,Wyatt Earp (1994),Western,wyatt earp (1994),Wyatt Earp (1994) Western
384,Bad Company (1995),Action Crime Drama,bad company (1995),Bad Company (1995) Action Crime Drama
385,"Man of No Importance, A (1994)",Drama,"man of no importance, a (1994)","Man of No Importance, A (1994) Drama"
386,S.F.W. (1994),Drama,s.f.w. (1994),S.F.W. (1994) Drama
387,"Low Down Dirty Shame, A (1994)",Action Comedy,"low down dirty shame, a (1994)","Low Down Dirty Shame, A (1994) Action Comedy"
388,Boys Life (1995),Drama,boys life (1995),Boys Life (1995) Drama
389,"Colonel Chabert, Le (1994)",Drama Romance War,"colonel chabert, le (1994)","Colonel Chabert, Le (1994) Drama Romance War"
390,Faster Pussycat! Kill! Kill! (1965),Action Crime Drama,faster pussycat! kill! kill! (1965),Faster Pussycat! Kill! Kill! (1965) Action Crime Drama
391,Jason's Lyric (1994),Crime Drama,jason's lyric (1994),Jason's Lyric (1994) Crime Drama
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure Animation,"secret adventures of tom thumb, the (1993)","Secret Adventures of Tom Thumb, The (1993) Adventure Animation"
393,Street Fighter (1994),Action Adventure Fantasy,street fighter (1994),Street Fighter (1994) Action Adventure Fantasy
394,Coldblooded (1995),Comedy,coldblooded (1995),Coldblooded (1995) Comedy
395,Desert Winds (1995),Drama Fantasy Romance,desert winds (1995),Desert Winds (1995) Drama Fantasy Romance
396,Fall Time (1995),Drama,fall time (1995),Fall Time (1995) Drama
397,"Fear, The (1995)",Horror,"fear, the (1995)","Fear, The (1995) Horror"
398,Frank and Ollie (1995),Documentary,frank and ollie (1995),Frank and Ollie (1995) Documentary
399,Girl in the Cadillac (1995),Drama,girl in the cadillac (1995),Girl in the Cadillac (1995) Drama
400,Homage (1995),Drama,homage (1995),Homage (1995) Drama
401,Mirage (1995),Action Thriller,mirage (1995),Mirage (1995) Action Thriller
402,Open Season (1996),Comedy,open season (1996),Open Season (1996) Comedy
403,Two Crimes (Dos crímenes) (1995),Comedy Crime Drama,two crimes (dos crímenes) (1995),Two Crimes (Dos crímenes) (1995) Comedy Crime Drama
